timestamp,channel,temp
1.6317341327667236,TEMP410,19
1.6317341327667236,TEMP411,120
1.6317341327667236,TEMP412,120
1.6317341327667236,TEMP413,20
1.6317341327667236,TEMP414,20
1.6317341327667236,TEMP415,20
1.6317341327667236,TEMP416,19
2.196326971054077,TEMP417,19
2.196326971054077,TEMP418,19
2.196326971054077,TEMP501,19
2.196326971054077,TEMP502,19
2.196326971054077,TEMP503,19
2.196326971054077,TEMP504,19
2.196326971054077,TEMP505,19
2.7609758377075195,TEMP506,19
2.7609758377075195,TEMP507,19
2.7609758377075195,TEMP508,19
2.7609758377075195,TEMP509,19
2.7609758377075195,TEMP510,20
2.7609758377075195,TEMP511,19
2.7609758377075195,TEMP512,19
3.245270013809204,TEMP506,19
3.245270013809204,TEMP507,18
3.245270013809204,TEMP508,19
3.245270013809204,TEMP509,19
3.245270013809204,TEMP510,20
3.245270013809204,TEMP511,20
3.245270013809204,TEMP512,255
3.809628963470459,TEMP101,120
3.809628963470459,TEMP102,120
3.809628963470459,TEMP103,120
3.809628963470459,TEMP104,120
3.809628963470459,TEMP105,120
3.809628963470459,TEMP106,19
3.809628963470459,TEMP107,19
4.374307870864868,TEMP108,19
4.374307870864868,TEMP109,19
4.374307870864868,TEMP110,19
4.374307870864868,TEMP111,120
4.374307870864868,TEMP112,120
4.374307870864868,TEMP113,19
4.374307870864868,TEMP114,20
4.938869953155518,TEMP115,19
4.938869953155518,TEMP116,19
4.938869953155518,TEMP117,19
4.938869953155518,TEMP118,19
4.938869953155518,TEMP201,19
4.938869953155518,TEMP202,120
4.938869953155518,TEMP203,120
5.50385594367981,TEMP204,18
5.50385594367981,TEMP205,19
5.50385594367981,TEMP206,19
5.50385594367981,TEMP207,19
5.50385594367981,TEMP208,19
5.50385594367981,TEMP209,120
5.50385594367981,TEMP210,19
6.068204879760742,TEMP211,120
6.068204879760742,TEMP212,120
6.068204879760742,TEMP213,120
6.068204879760742,TEMP214,120
6.068204879760742,TEMP215,120
6.068204879760742,TEMP216,120
6.068204879760742,TEMP217,120
6.632930755615234,TEMP218,19
6.632930755615234,TEMP301,19
6.632930755615234,TEMP302,19
6.632930755615234,TEMP303,19
6.632930755615234,TEMP304,19
6.632930755615234,TEMP305,19
6.632930755615234,TEMP306,19
7.197566986083984,TEMP307,19
7.197566986083984,TEMP308,19
7.197566986083984,TEMP309,19
7.197566986083984,TEMP310,20
7.197566986083984,TEMP311,120
7.197566986083984,TEMP312,19
7.197566986083984,TEMP313,19
7.762217998504639,TEMP314,19
7.762217998504639,TEMP315,19
7.762217998504639,TEMP316,20
7.762217998504639,TEMP317,20
7.762217998504639,TEMP318,20
7.762217998504639,TEMP401,19
7.762217998504639,TEMP402,19
8.326897859573364,TEMP403,19
8.326897859573364,TEMP404,19
8.326897859573364,TEMP405,19
8.326897859573364,TEMP406,19
8.326897859573364,TEMP407,19
8.326897859573364,TEMP408,19
8.326897859573364,TEMP409,19
8.89159607887268,TEMP410,19
8.89159607887268,TEMP411,120
8.89159607887268,TEMP412,120
8.89159607887268,TEMP413,20
8.89159607887268,TEMP414,20
8.89159607887268,TEMP415,20
8.89159607887268,TEMP416,19
9.456364154815674,TEMP417,19
9.456364154815674,TEMP418,19
