timestamp,high,low,faults
0.36064624786376953,26,20,17
0.3607642650604248,26,20,17
0.36099720001220703,26,20,17
0.3610701560974121,26,20,17
0.3612179756164551,26,20,17
0.3612852096557617,26,20,17
0.36135029792785645,26,20,17
0.39249110221862793,26,20,17
0.4198319911956787,26,20,17
0.4743990898132324,26,20,18
0.5017373561859131,26,20,19
0.5290591716766357,26,20,20
0.5878651142120361,26,20,20
0.6424651145935059,26,20,20
0.6698760986328125,26,20,20
0.6971492767333984,26,20,20
0.7518000602722168,26,20,20
0.7791652679443359,26,20,20
0.8338050842285156,26,20,20
0.861091136932373,26,20,20
0.9158430099487305,26,20,20
0.9431412220001221,26,20,20
0.9704811573028564,26,20,20
0.9978113174438477,26,20,20
1.0252032279968262,26,20,20
1.1071159839630127,26,20,20
1.1344943046569824,26,20,20
1.1891520023345947,26,26,0
1.2165071964263916,26,21,0
1.2711238861083984,26,21,0
1.2985022068023682,26,21,0
1.3532679080963135,26,21,0
1.3804640769958496,26,21,0
1.4350593090057373,26,21,2
1.4623990058898926,26,21,3
1.4897980690002441,26,21,4
1.5444540977478027,26,21,4
1.5718531608581543,26,21,4
1.6264410018920898,26,21,4
1.6537930965423584,26,21,4
1.6811482906341553,26,20,4
1.7357161045074463,26,20,6
1.763120174407959,26,20,6
1.8451120853424072,26,20,6
1.8724689483642578,26,20,6
1.9271140098571777,26,20,7
1.9544100761413574,26,20,8
1.981715202331543,26,20,9
2.036424160003662,26,20,11
2.0637271404266357,26,20,12
2.1185731887817383,26,20,14
2.1457910537719727,26,20,14
2.173117160797119,26,20,14
2.227851152420044,26,20,14
2.255125045776367,26,20,14
2.337106227874756,26,20,14
2.36449933052063,26,20,14
2.4191160202026367,26,20,14
2.4464221000671387,26,20,15
2.473813056945801,26,20,15
2.5284671783447266,26,20,15
2.555934190750122,26,20,15
2.610424041748047,26,20,15
2.637808084487915,26,20,15
2.6651010513305664,26,20,15
2.719780206680298,26,20,15
2.7471182346343994,26,20,15
2.829106092453003,26,20,15
2.8564422130584717,26,20,15
2.9110591411590576,26,20,15
2.938458204269409,26,20,16
2.9657862186431885,26,20,17
3.020432233810425,26,20,18
3.0790982246398926,26,20,18
3.1064512729644775,26,20,18
3.1337850093841553,26,20,18
3.18849515914917,26,20,18
3.2157912254333496,26,20,18
3.270456075668335,26,20,18
3.297767162322998,26,20,18
3.325090169906616,26,20,18
3.3798611164093018,26,20,18
3.407102346420288,26,20,18
3.4890990257263184,26,20,18
3.516417980194092,26,20,18
3.5710880756378174,26,20,18
3.5984060764312744,26,20,18
3.625753164291382,26,20,18
3.680490016937256,26,21,0
3.707893133163452,26,21,0
3.762416124343872,26,21,0
3.7897660732269287,26,21,0
3.8170111179351807,26,21,1
3.871687173843384,26,21,3
3.8990230560302734,26,21,4
3.9263510704040527,26,21,5
3.9810760021209717,26,21,6
4.0088512897491455,26,21,6
4.063077211380005,26,21,6
4.090447187423706,26,21,6
4.117748975753784,26,21,6
4.172471046447754,26,20,7
4.199732065200806,26,20,8
4.2545671463012695,26,20,8
4.281718015670776,26,20,8
4.309107303619385,26,20,8
4.363866090774536,26,20,9
4.391095161437988,26,20,9
4.4183900356292725,26,20,10
4.473032236099243,26,20,12
4.500356197357178,26,20,13
4.555006980895996,26,20,15
4.582355260848999,26,20,16
4.609835147857666,26,20,16
4.66451096534729,26,20,16
4.69189190864563,26,20,16
4.7464072704315186,26,20,16
4.7737390995025635,26,20,16
4.801079988479614,26,20,16
4.855720281600952,26,20,16
4.883079290390015,26,20,16
4.910333156585693,26,20,17
4.965037107467651,26,20,17
4.992431163787842,26,20,17
5.047060012817383,26,20,17
5.074439287185669,26,20,17
5.101785182952881,26,20,17
5.156520128250122,26,20,17
5.183710336685181,26,20,17
5.238385200500488,26,20,17
5.265740156173706,26,20,17
5.293097972869873,26,20,17
5.347876071929932,26,20,17
5.375071048736572,26,20,17
5.4023401737213135,26,20,18
5.457046031951904,26,20,19
5.484385013580322,26,20,19
5.515822172164917,26,20,19
5.543118000030518,26,20,19
5.625072240829468,26,20,19
5.652391195297241,26,20,19
5.7070441246032715,26,20,19
5.734385251998901,26,20,19
5.7617270946502686,26,20,19
5.816555023193359,26,20,19
5.898374080657959,26,20,19
5.92572021484375,26,20,19
5.953083276748657,26,20,19
6.007713079452515,26,20,19
6.035048246383667,26,20,19
6.062380075454712,26,20,19
6.117054224014282,26,26,0
6.144412279129028,26,21,0
6.19906210899353,26,21,0
6.226392030715942,26,21,0
6.253708124160767,26,21,0
6.308499336242676,26,21,2
6.335619211196899,26,21,3
6.390484094619751,26,21,5
6.417638063430786,26,21,6
6.445024013519287,26,21,6
6.499884128570557,26,21,6
6.527059316635132,26,21,6
6.5544281005859375,26,21,6
6.609030246734619,26,20,6
6.63632607460022,26,20,7
6.690999984741211,26,20,8
6.718444108963013,26,20,8
6.745958089828491,26,20,8
6.800567150115967,26,20,8
6.882246255874634,26,20,10
6.9096360206604,26,20,11
6.9369683265686035,26,20,12
