"Format","MoTeC CSV File",,,"Workbook","Default"
"Venue","BeaveRun",,,"Worksheet","General"
"Vehicle","RFR 26",,,"Vehicle Desc",""
"Driver","None",,,"Engine ID","EMRAX 208"
"Device","C185"
"Comment","PeterG",,,"Session",""
"Log Date","5/30/2026",,,"Origin Time","0.000","s"
"Log Time","12:27:03 PM",,,"Start Time","0.000","s"
"Sample Rate","20.000","Hz",,"End Time","1426.000","s"
"Duration","1426.000","s",,"Start Distance",
"Range","entire outing",,,"End Distance",
"Beacon Markers",""


"Time","Battery Temp","Motor Temp","Motor Speed"
"s","C","C","rpm"


"0.000","20.0","22.3","0"
"0.050","20.0","22.3","0"
"0.100","20.0","22.4","0"
"0.150","20.0","22.3","0"
"0.200","20.0","22.5","0"
"0.250","20.0","22.3","0"
"0.300","19.2","22.4","0"
"0.350","18.0","22.3","0"
"0.400","18.0","22.3","0"
"0.450","18.0","22.2","0"
"0.500","18.0","22.3","0"
"0.550","18.0","22.3","0"
"0.600","18.0","22.2","0"
"0.650","18.0","22.3","0"
"0.700","18.0","22.2","0"
"0.750","18.0","22.3","0"
"0.800","18.0","22.3","0"
"0.850","18.0","22.3","0"
"0.900","18.0","22.4","0"
"0.950","18.0","22.3","0"
"1.000","18.0","22.2","0"
"1.050","18.0","22.2","0"
"1.100","18.0","22.2","0"
"1.150","18.0","22.3","0"
"1.200","18.0","22.3","0"
"1.250","18.0","22.2","0"
"1.300","18.0","22.3","0"
"1.350","18.0","22.2","0"
"1.400","18.0","22.3","0"
"1.450","18.0","22.3","0"
"1.500","18.0","22.2","0"
"1.550","18.0","22.3","0"
"1.600","18.0","22.2","0"
"1.650","18.0","22.4","0"
"1.700","18.0","22.6","0"
"1.750","18.0","22.3","0"
"1.800","18.0","22.2","0"
"1.850","18.0","22.3","0"
"1.900","18.0","22.4","0"
"1.950","18.0","22.3","0"
"2.000","18.0","22.3","0"
"2.050","18.0","22.3","0"
"2.100","18.0","22.4","0"
"2.150","18.0","22.4","0"
"2.200","18.0","22.2","0"
"2.250","18.0","22.5","0"
"2.300","18.0","22.4","0"
"2.350","18.0","22.2","0"
"2.400","18.0","22.4","0"
"2.450","18.0","22.2","0"
"2.500","18.0","22.2","0"
"2.550","18.0","22.3","0"
"2.600","18.0","22.2","0"
"2.650","18.0","22.4","0"
"2.700","18.0","22.3","0"
"2.750","18.0","22.2","0"
"2.800","18.0","22.3","0"
"2.850","18.0","22.2","0"
"2.900","18.0","22.2","0"
"2.950","18.0","22.3","0"
"3.000","18.0","22.3","0"
"3.050","18.0","22.4","0"
"3.100","18.0","22.3","0"
"3.150","18.0","22.2","0"
"3.200","18.0","22.3","0"
"3.250","18.0","22.2","0"
"3.300","18.0","22.4","0"
"3.350","18.0","22.5","0"
"3.400","18.0","22.2","0"
"3.450","18.0","22.2","0"
"3.500","18.0","21.8","0"
"3.550","18.0","22.2","0"
"3.600","18.0","22.3","0"
"3.650","18.0","22.3","0"
"3.700","18.0","22.2","0"
"3.750","18.0","22.1","0"
"3.800","18.0","22.2","0"
"3.850","18.0","22.4","0"
"3.900","18.0","22.1","0"
"3.950","18.0","22.2","0"
"4.000","18.0","22.3","0"
"4.050","18.0","22.3","0"
"4.100","18.0","22.2","0"
"4.150","18.0","22.4","0"
"4.200","18.0","22.4","0"
"4.250","18.0","22.3","0"
"4.300","18.0","22.3","0"
"4.350","18.0","22.5","0"
"4.400","18.0","22.3","0"
"4.450","18.0","22.1","0"
"4.500","18.0","22.1","0"
"4.550","18.0","22.3","0"
"4.600","18.0","22.2","0"
"4.650","18.0","22.3","0"
"4.700","18.0","22.2","0"
"4.750","18.0","22.2","0"
"4.800","18.0","22.3","0"
"4.850","18.0","22.3","0"
"4.900","18.0","22.2","0"
"4.950","18.0","22.0","0"
"5.000","18.0","22.2","0"
"5.050","18.0","22.2","0"
"5.100","18.0","22.2","0"
"5.150","18.0","22.2","0"
"5.200","18.0","22.3","0"
"5.250","18.0","22.2","0"
"5.300","18.0","22.3","0"
"5.350","18.0","22.2","0"
"5.400","18.0","22.2","0"
"5.450","18.0","22.3","0"
"5.500","18.0","22.1","0"
"5.550","18.0","22.3","0"
"5.600","18.0","22.2","0"
"5.650","18.0","22.2","0"
"5.700","18.0","22.2","0"
"5.750","18.0","22.2","0"
"5.800","18.0","22.0","0"
"5.850","18.0","22.4","0"
"5.900","18.0","22.2","0"
"5.950","18.0","22.1","0"
"6.000","18.0","22.2","0"
"6.050","18.0","22.3","0"
"6.100","18.0","22.8","0"
"6.150","18.0","22.2","0"
"6.200","18.0","21.5","0"
"6.250","18.0","22.3","0"
"6.300","18.0","22.1","0"
"6.350","18.0","22.2","0"
"6.400","18.0","22.1","0"
"6.450","18.0","22.2","0"
"6.500","18.0","22.3","0"
"6.550","18.0","22.3","0"
"6.600","18.0","22.2","0"
"6.650","18.0","22.1","0"
"6.700","18.0","22.3","0"
"6.750","18.0","22.3","0"
"6.800","18.0","22.3","0"
"6.850","18.0","22.2","0"
"6.900","18.0","22.3","0"
"6.950","18.0","22.3","0"
"7.000","18.0","22.3","0"
"7.050","18.0","22.4","0"
"7.100","18.0","22.2","0"
"7.150","18.0","22.3","0"
"7.200","18.0","22.2","0"
"7.250","18.0","22.3","0"
"7.300","18.0","22.3","0"
"7.350","18.0","22.2","0"
"7.400","18.0","22.2","0"
"7.450","18.0","22.2","0"
"7.500","18.0","22.3","0"
"7.550","18.0","22.2","0"
"7.600","18.0","22.1","0"
"7.650","18.0","22.4","0"
"7.700","18.0","22.2","0"
"7.750","18.0","22.5","0"
"7.800","18.0","22.3","0"
"7.850","18.0","22.3","0"
"7.900","18.0","22.2","0"
"7.950","18.0","22.2","0"
"8.000","18.0","22.4","0"
"8.050","18.0","22.2","0"
"8.100","18.0","22.2","0"
"8.150","18.0","22.3","0"
"8.200","18.0","22.2","0"
"8.250","18.0","22.2","0"
"8.300","18.0","22.3","0"
"8.350","18.0","22.8","0"
"8.400","18.0","22.0","0"
"8.450","18.0","22.3","0"
"8.500","18.0","22.3","0"
"8.550","18.0","22.1","0"
"8.600","18.0","21.9","0"
"8.650","18.0","22.2","0"
"8.700","18.0","22.2","0"
"8.750","18.0","22.2","0"
"8.800","18.0","22.4","0"
"8.850","18.0","22.2","0"
"8.900","18.0","22.3","0"
"8.950","18.0","22.2","0"
"9.000","18.0","22.2","0"
"9.050","18.0","22.2","0"
"9.100","18.0","22.2","0"
"9.150","18.0","22.3","0"
"9.200","18.0","22.1","0"
"9.250","18.0","22.3","0"
"9.300","18.0","22.2","0"
"9.350","18.0","22.2","0"
"9.400","18.0","22.4","0"
"9.450","18.0","22.2","0"
"9.500","18.0","22.2","0"
"9.550","18.0","22.1","0"
"9.600","18.0","21.5","0"
"9.650","18.0","22.2","0"
"9.700","18.0","22.1","0"
"9.750","18.0","22.3","0"
"9.800","18.0","22.3","0"
"9.850","18.0","22.2","0"
"9.900","18.0","22.3","0"
"9.950","18.0","22.2","0"
"10.000","18.0","22.2","0"
"10.050","18.0","22.4","0"
"10.100","18.0","22.4","0"
"10.150","18.0","22.3","0"
"10.200","18.0","22.4","0"
"10.250","18.0","22.3","0"
"10.300","18.0","22.4","0"
"10.350","18.0","22.3","0"
"10.400","18.0","22.2","0"
"10.450","18.0","22.1","0"
"10.500","18.0","22.1","0"
"10.550","18.0","22.3","0"
"10.600","18.0","22.2","0"
"10.650","18.0","22.3","0"
"10.700","18.0","22.5","0"
"10.750","18.0","22.1","0"
"10.800","18.0","22.3","0"
"10.850","18.0","22.0","0"
"10.900","18.0","22.2","0"
"10.950","18.0","22.2","0"
"11.000","18.0","22.0","0"
"11.050","18.0","22.1","0"
"11.100","18.0","22.1","0"
"11.150","18.0","22.4","0"
"11.200","18.0","22.3","0"
"11.250","18.0","22.2","0"
"11.300","18.0","22.5","0"
"11.350","18.0","22.2","0"
"11.400","18.0","22.3","0"
"11.450","18.0","22.1","0"
"11.500","18.0","22.4","0"
"11.550","18.0","22.2","0"
"11.600","18.0","22.2","0"
"11.650","18.0","22.4","0"
"11.700","18.0","22.1","0"
"11.750","18.0","22.3","0"
"11.800","18.0","22.4","0"
"11.850","18.0","22.1","0"
"11.900","18.0","22.3","0"
"11.950","18.0","22.1","0"
"12.000","18.0","22.2","0"
"12.050","18.0","22.7","0"
"12.100","18.0","22.3","0"
"12.150","18.0","22.2","0"
"12.200","18.0","22.2","0"
"12.250","18.0","22.3","0"
"12.300","18.0","22.3","0"
"12.350","18.0","22.2","0"
"12.400","18.0","22.2","0"
"12.450","18.0","22.3","0"
"12.500","18.0","22.3","0"
"12.550","18.0","22.3","0"
"12.600","18.0","22.1","0"
"12.650","18.0","22.1","0"
"12.700","18.0","22.3","0"
"12.750","18.0","22.2","0"
"12.800","18.0","22.2","0"
"12.850","18.0","22.3","0"
"12.900","18.0","22.3","0"
"12.950","18.0","22.3","0"
"13.000","18.0","22.4","0"
"13.050","-0.1","-0.1","-60"
"13.100","-0.1","-0.1","-60"
"13.150","-0.1","-0.1","-60"
"13.200","-0.1","-0.1","-60"
"13.250","-0.1","-0.1","-60"
"13.300","-0.1","-0.1","-60"
"13.350","-0.1","-0.1","-60"
"13.400","-0.1","-0.1","-60"
"13.450","-0.1","-0.1","-60"
"13.500","-0.1","-0.1","-60"
"13.550","-0.1","-0.1","-60"
"13.600","-0.1","-0.1","-60"
"13.650","-0.1","-0.1","-60"
"13.700","-0.1","-0.1","-60"
"13.750","-0.1","-0.1","-60"
"13.800","-0.1","-0.1","-60"
"13.850","-0.1","-0.1","-60"
"13.900","-0.1","-0.1","-60"
"13.950","-0.1","-0.1","-60"
"14.000","20.0","21.6","0"
"14.050","20.0","21.5","0"
"14.100","20.0","21.6","0"
"14.150","20.0","21.4","0"
"14.200","20.0","21.4","0"
"14.250","20.0","21.6","0"
"14.300","18.1","21.6","0"
"14.350","18.0","21.2","0"
"14.400","18.0","21.6","0"
"14.450","18.0","21.3","0"
"14.500","18.0","21.5","0"
"14.550","18.0","21.4","0"
"14.600","18.0","21.4","0"
"14.650","18.0","21.4","0"
"14.700","18.0","21.4","0"
"14.750","18.0","21.5","0"
"14.800","18.0","21.5","0"
"14.850","18.0","21.4","0"
"14.900","18.0","21.9","0"
"14.950","18.0","21.3","0"
"15.000","18.0","21.4","0"
"15.050","18.0","21.2","0"
"15.100","18.0","21.4","0"
"15.150","18.0","21.4","0"
"15.200","18.0","21.5","0"
"15.250","18.0","21.3","0"
"15.300","18.0","21.2","0"
"15.350","18.0","21.6","0"
"15.400","18.0","21.4","0"
"15.450","18.0","21.5","0"
"15.500","18.0","21.4","0"
"15.550","18.0","21.4","0"
"15.600","18.0","21.3","0"
"15.650","18.0","21.5","0"
"15.700","18.0","21.4","0"
"15.750","18.0","21.5","0"
"15.800","18.0","21.4","0"
"15.850","18.0","21.4","0"
"15.900","18.0","21.3","0"
"15.950","18.0","20.8","0"
"16.000","18.0","21.4","0"
"16.050","18.0","21.4","0"
"16.100","18.0","21.3","0"
"16.150","18.0","21.3","0"
"16.200","18.0","21.3","0"
"16.250","18.0","21.3","0"
"16.300","18.0","21.4","0"
"16.350","18.0","21.3","0"
"16.400","18.0","21.3","0"
"16.450","18.0","21.3","0"
"16.500","18.0","21.4","0"
"16.550","18.0","21.4","0"
"16.600","18.0","21.3","0"
"16.650","18.0","21.3","0"
"16.700","18.0","21.4","0"
"16.750","18.0","21.3","0"
"16.800","18.0","21.3","0"
"16.850","18.0","21.2","0"
"16.900","18.0","20.9","0"
"16.950","18.0","21.3","0"
"17.000","18.0","21.3","0"
"17.050","18.0","21.4","0"
"17.100","18.0","21.4","0"
"17.150","18.0","21.4","0"
"17.200","18.0","21.4","0"
"17.250","18.0","21.2","0"
"17.300","18.0","21.3","0"
"17.350","18.0","21.4","0"
"17.400","18.0","21.4","0"
"17.450","18.0","21.2","0"
"17.500","18.0","21.1","0"
"17.550","18.0","21.3","0"
"17.600","18.0","21.1","0"
"17.650","18.0","21.1","0"
"17.700","18.0","21.4","0"
"17.750","18.0","21.2","0"
"17.800","18.0","21.4","0"
"17.850","18.0","21.2","0"
"17.900","18.0","21.3","0"
"17.950","18.0","21.3","0"
"18.000","18.0","21.3","0"
"18.050","18.0","21.2","0"
"18.100","18.0","21.1","0"
"18.150","18.0","21.2","0"
"18.200","18.0","21.3","0"
"18.250","18.0","21.3","0"
"18.300","18.0","21.3","0"
"18.350","18.0","21.3","0"
"18.400","18.0","21.2","0"
"18.450","18.0","21.2","0"
"18.500","18.0","21.3","0"
"18.550","18.0","21.2","0"
"18.600","18.0","21.1","0"
"18.650","18.0","21.3","0"
"18.700","18.0","21.1","0"
"18.750","18.0","21.1","0"
"18.800","18.0","21.1","0"
"18.850","18.0","21.3","0"
"18.900","18.0","21.1","0"
"18.950","18.0","21.3","0"
"19.000","18.0","21.2","0"
"19.050","18.0","21.1","0"
"19.100","18.0","21.1","0"
"19.150","18.0","21.2","0"
"19.200","18.0","21.2","0"
"19.250","18.0","21.0","0"
"19.300","18.0","21.2","0"
"19.350","18.0","21.2","0"
"19.400","18.0","21.3","0"
"19.450","18.0","21.2","0"
"19.500","18.0","21.1","0"
"19.550","18.0","21.1","0"
"19.600","18.0","21.3","0"
"19.650","18.0","21.4","0"
"19.700","18.0","21.4","0"
"19.750","18.0","21.3","0"
"19.800","18.0","21.3","0"
"19.850","18.0","21.3","0"
"19.900","18.0","21.2","0"
"19.950","18.0","21.1","0"
"20.000","18.0","21.1","0"
"20.050","18.0","21.1","0"
"20.100","18.0","21.3","0"
"20.150","18.0","21.5","0"
"20.200","18.0","21.1","0"
"20.250","18.0","21.2","0"
"20.300","18.0","21.1","0"
"20.350","18.0","21.3","0"
"20.400","18.0","21.2","0"
"20.450","18.0","21.3","0"
"20.500","18.0","21.2","0"
"20.550","18.0","21.2","0"
"20.600","18.0","21.2","0"
"20.650","18.0","21.2","0"
"20.700","18.0","21.2","0"
"20.750","18.0","21.1","0"
"20.800","18.0","21.1","0"
"20.850","18.0","21.1","0"
"20.900","18.0","21.1","0"
"20.950","18.0","21.2","0"
"21.000","18.0","21.1","0"
"21.050","18.0","21.2","0"
"21.100","18.0","21.3","0"
"21.150","18.0","21.2","0"
"21.200","18.0","21.3","0"
"21.250","18.0","21.2","0"
"21.300","18.0","21.2","0"
"21.350","18.0","21.2","0"
"21.400","18.0","21.1","0"
"21.450","18.0","21.0","0"
"21.500","18.0","21.4","0"
"21.550","18.0","21.2","0"
"21.600","18.0","21.3","0"
"21.650","18.0","21.2","0"
"21.700","18.0","21.4","0"
"21.750","18.0","21.2","0"
"21.800","18.0","21.2","0"
"21.850","18.0","21.2","0"
"21.900","18.0","21.1","0"
"21.950","18.0","20.9","0"
"22.000","18.0","21.2","0"
"22.050","18.0","21.2","0"
"22.100","18.0","21.3","0"
"22.150","18.0","21.1","0"
"22.200","18.0","21.1","0"
"22.250","18.0","21.2","0"
"22.300","18.0","21.1","0"
"22.350","18.0","21.0","0"
"22.400","18.0","21.3","0"
"22.450","18.0","21.1","0"
"22.500","18.0","21.2","0"
"22.550","18.0","21.3","0"
"22.600","18.0","21.3","0"
"22.650","18.0","21.2","0"
"22.700","18.0","21.2","0"
"22.750","18.0","20.8","0"
"22.800","18.0","21.2","0"
"22.850","18.0","21.1","0"
"22.900","18.0","21.1","0"
"22.950","18.0","21.1","0"
"23.000","18.0","21.2","0"
"23.050","18.0","21.1","0"
"23.100","18.0","21.2","0"
"23.150","18.0","21.2","0"
"23.200","18.0","20.9","0"
"23.250","18.0","21.1","0"
"23.300","18.0","21.0","0"
"23.350","18.0","21.1","0"
"23.400","18.0","21.2","0"
"23.450","18.0","21.1","0"
"23.500","18.0","21.0","0"
"23.550","18.0","21.1","0"
"23.600","18.0","21.2","0"
"23.650","18.0","21.1","0"
"23.700","18.0","21.3","0"
"23.750","18.0","21.2","0"
"23.800","18.0","21.2","0"
"23.850","18.0","21.3","0"
"23.900","18.0","21.2","0"
"23.950","18.0","21.2","0"
"24.000","18.0","21.1","0"
"24.050","18.0","21.2","0"
"24.100","18.0","21.2","0"
"24.150","18.0","21.0","0"
"24.200","18.0","21.1","0"
"24.250","18.0","21.2","0"
"24.300","18.0","21.3","0"
"24.350","18.0","21.1","0"
"24.400","18.0","21.3","0"
"24.450","18.0","21.1","0"
"24.500","18.0","20.9","0"
"24.550","18.0","21.1","0"
"24.600","18.0","21.2","0"
"24.650","18.0","21.2","0"
"24.700","18.0","21.1","0"
"24.750","18.0","21.3","0"
"24.800","18.0","21.2","0"
"24.850","18.0","21.2","0"
"24.900","18.0","21.2","0"
"24.950","18.0","21.3","0"
"25.000","18.0","21.2","0"
"25.050","18.0","21.1","0"
"25.100","18.0","21.3","0"
"25.150","18.0","21.2","0"
"25.200","18.0","21.3","0"
"25.250","18.0","21.4","0"
"25.300","18.0","21.2","0"
"25.350","18.0","21.1","0"
"25.400","18.0","21.3","0"
"25.450","18.0","21.2","0"
"25.500","18.0","21.3","0"
"25.550","18.0","21.2","0"
"25.600","18.0","21.3","0"
"25.650","18.0","21.2","0"
"25.700","18.0","21.2","0"
"25.750","18.0","21.0","0"
"25.800","18.0","21.2","0"
"25.850","18.0","21.1","0"
"25.900","18.0","21.3","0"
"25.950","18.0","21.1","0"
"26.000","18.0","21.3","0"
"26.050","18.0","21.3","0"
"26.100","18.0","21.3","0"
"26.150","18.0","21.2","0"
"26.200","18.0","21.0","0"
"26.250","18.0","21.1","0"
"26.300","18.0","21.2","0"
"26.350","18.0","21.2","0"
"26.400","18.0","21.2","0"
"26.450","18.0","21.3","0"
"26.500","18.0","21.3","0"
"26.550","18.0","21.2","0"
"26.600","18.0","21.2","0"
"26.650","18.0","21.2","0"
"26.700","18.0","21.3","0"
"26.750","18.0","21.2","0"
"26.800","18.0","21.1","0"
"26.850","18.0","21.3","0"
"26.900","18.0","22.1","0"
"26.950","18.0","21.3","0"
"27.000","18.0","21.2","0"
"27.050","18.0","21.2","0"
"27.100","18.0","21.1","0"
"27.150","18.0","21.2","0"
"27.200","18.0","21.2","0"
"27.250","18.0","21.2","0"
"27.300","18.0","21.1","0"
"27.350","18.0","21.1","0"
"27.400","18.0","21.2","0"
"27.450","18.0","21.2","0"
"27.500","18.0","21.3","0"
"27.550","18.0","21.1","0"
"27.600","18.0","21.2","0"
"27.650","18.0","21.1","0"
"27.700","18.0","21.1","0"
"27.750","18.0","21.0","0"
"27.800","18.0","21.3","0"
"27.850","18.0","21.3","0"
"27.900","18.0","21.3","0"
"27.950","18.0","21.3","0"
"28.000","18.0","21.1","0"
"28.050","18.0","21.1","0"
"28.100","18.0","21.3","0"
"28.150","18.0","21.2","0"
"28.200","18.0","21.2","0"
"28.250","18.0","21.2","0"
"28.300","18.0","21.3","0"
"28.350","18.0","21.2","0"
"28.400","18.0","21.3","0"
"28.450","18.0","21.3","0"
"28.500","18.0","21.4","0"
"28.550","18.0","21.3","0"
"28.600","18.0","21.2","0"
"28.650","18.0","21.3","0"
"28.700","18.0","21.1","0"
"28.750","18.0","21.2","0"
"28.800","18.0","21.3","0"
"28.850","18.0","21.4","0"
"28.900","18.0","21.2","0"
"28.950","18.0","21.2","0"
"29.000","18.0","21.2","0"
"29.050","18.0","21.3","0"
"29.100","18.0","21.2","0"
"29.150","18.0","21.3","0"
"29.200","18.0","21.3","0"
"29.250","18.0","21.1","0"
"29.300","18.0","21.2","0"
"29.350","18.0","21.1","0"
"29.400","18.0","21.5","0"
"29.450","18.0","21.4","0"
"29.500","18.0","21.2","0"
"29.550","18.0","21.2","0"
"29.600","18.0","21.0","0"
"29.650","18.0","21.3","0"
"29.700","18.0","21.3","0"
"29.750","18.0","21.3","0"
"29.800","18.0","21.2","0"
"29.850","18.0","21.2","0"
"29.900","18.0","21.2","0"
"29.950","18.0","21.4","0"
"30.000","18.0","21.2","0"
"30.050","18.0","21.3","0"
"30.100","18.0","21.3","0"
"30.150","18.0","21.2","0"
"30.200","18.0","21.2","0"
"30.250","18.0","21.2","0"
"30.300","18.0","21.2","0"
"30.350","18.0","21.2","0"
"30.400","18.0","21.5","0"
"30.450","18.0","21.7","0"
"30.500","18.0","21.2","0"
"30.550","18.0","21.3","0"
"30.600","18.0","21.3","0"
"30.650","18.0","21.2","0"
"30.700","18.0","21.2","0"
"30.750","18.0","21.2","0"
"30.800","18.0","21.2","0"
"30.850","18.0","21.3","0"
"30.900","18.0","21.2","0"
"30.950","18.0","21.3","0"
"31.000","18.0","21.3","0"
"31.050","18.0","21.2","0"
"31.100","18.0","21.3","0"
"31.150","18.0","21.3","0"
"31.200","18.0","21.3","0"
"31.250","18.0","21.1","0"
"31.300","18.0","21.2","0"
"31.350","18.0","21.2","0"
"31.400","18.0","21.2","0"
"31.450","18.0","21.2","0"
"31.500","18.0","21.2","0"
"31.550","18.0","21.3","0"
"31.600","18.0","21.1","0"
"31.650","18.0","21.1","0"
"31.700","18.0","21.2","0"
"31.750","18.0","21.2","0"
"31.800","18.0","21.3","0"
"31.850","18.0","20.8","0"
"31.900","18.0","21.3","0"
"31.950","18.0","21.2","0"
"32.000","18.0","21.2","0"
"32.050","18.0","21.1","0"
"32.100","18.0","21.1","0"
"32.150","18.0","21.2","0"
"32.200","18.0","21.2","0"
"32.250","18.0","21.2","0"
"32.300","18.0","21.1","0"
"32.350","18.0","21.1","0"
"32.400","18.0","21.2","0"
"32.450","18.0","21.1","0"
"32.500","18.0","21.3","0"
"32.550","18.0","21.2","0"
"32.600","18.0","21.3","0"
"32.650","18.0","21.0","0"
"32.700","18.0","21.3","0"
"32.750","18.0","21.3","0"
"32.800","18.0","21.2","0"
"32.850","18.0","21.2","0"
"32.900","18.0","21.2","0"
"32.950","18.0","21.1","0"
"33.000","18.0","21.2","0"
"33.050","18.0","21.2","0"
"33.100","18.0","21.2","0"
"33.150","18.0","21.1","0"
"33.200","18.0","21.2","0"
"33.250","18.0","21.2","0"
"33.300","18.0","21.1","0"
"33.350","18.0","21.2","0"
"33.400","18.0","21.1","0"
"33.450","18.0","21.1","0"
"33.500","18.0","21.1","0"
"33.550","18.0","20.9","0"
"33.600","18.0","21.0","0"
"33.650","18.0","21.1","0"
"33.700","18.0","21.0","0"
"33.750","18.0","21.3","0"
"33.800","18.0","21.3","0"
"33.850","18.0","21.3","0"
"33.900","18.0","21.2","0"
"33.950","18.0","21.2","0"
"34.000","18.0","21.2","0"
"34.050","18.0","21.2","0"
"34.100","18.0","21.2","0"
"34.150","18.0","21.4","0"
"34.200","18.0","21.2","0"
"34.250","18.0","21.3","0"
"34.300","18.0","21.2","0"
"34.350","18.0","21.3","0"
"34.400","18.0","21.3","0"
"34.450","18.0","21.1","0"
"34.500","18.0","21.3","0"
"34.550","18.0","21.2","0"
"34.600","18.0","21.1","0"
"34.650","18.0","21.2","0"
"34.700","18.0","21.2","0"
"34.750","18.0","21.4","0"
"34.800","18.0","21.2","0"
"34.850","18.0","21.0","0"
"34.900","18.0","21.3","0"
"34.950","18.0","21.3","0"
"35.000","18.0","21.3","0"
"35.050","18.0","21.2","0"
"35.100","18.0","21.1","0"
"35.150","18.0","21.2","0"
"35.200","18.0","21.3","0"
"35.250","18.0","21.2","0"
"35.300","18.0","21.2","0"
"35.350","18.0","21.0","0"
"35.400","18.0","21.0","0"
"35.450","18.0","21.2","0"
"35.500","18.0","21.1","0"
"35.550","18.0","21.1","0"
"35.600","18.0","21.2","0"
"35.650","18.0","21.3","0"
"35.700","18.0","21.1","0"
"35.750","18.0","21.2","0"
"35.800","18.0","21.2","0"
"35.850","18.0","21.2","0"
"35.900","18.0","21.1","0"
"35.950","18.0","21.2","0"
"36.000","18.0","21.1","0"
"36.050","18.0","21.3","0"
"36.100","18.0","21.1","0"
"36.150","18.0","21.2","0"
"36.200","18.0","21.2","0"
"36.250","18.0","21.3","0"
"36.300","18.0","21.1","0"
"36.350","18.0","20.9","0"
"36.400","18.0","21.1","0"
"36.450","18.0","20.7","0"
"36.500","18.0","21.2","0"
"36.550","18.0","21.1","0"
"36.600","18.0","21.1","0"
"36.650","18.0","21.3","0"
"36.700","18.0","21.2","0"
"36.750","18.0","21.2","0"
"36.800","18.0","21.1","0"
"36.850","18.0","21.2","0"
"36.900","18.0","21.4","0"
"36.950","18.0","21.2","0"
"37.000","18.0","21.4","0"
"37.050","18.0","21.2","0"
"37.100","18.0","21.2","0"
"37.150","18.0","21.1","0"
"37.200","18.0","21.4","0"
"37.250","18.0","21.3","0"
"37.300","18.0","21.2","0"
"37.350","18.0","21.1","0"
"37.400","18.0","21.1","0"
"37.450","18.0","21.3","0"
"37.500","18.0","21.1","0"
"37.550","18.0","21.6","0"
"37.600","18.0","21.1","0"
"37.650","18.0","21.2","0"
"37.700","18.0","21.2","0"
"37.750","18.0","21.0","0"
"37.800","18.0","21.2","0"
"37.850","18.0","21.4","0"
"37.900","18.0","21.2","0"
"37.950","18.0","21.1","0"
"38.000","18.0","21.3","0"
"38.050","18.0","21.1","0"
"38.100","18.0","21.1","0"
"38.150","18.0","21.1","0"
"38.200","18.0","21.1","0"
"38.250","18.0","21.2","0"
"38.300","18.0","21.1","0"
"38.350","18.0","21.3","0"
"38.400","18.0","21.2","0"
"38.450","18.0","21.3","0"
"38.500","18.0","21.1","0"
"38.550","18.0","21.1","0"
"38.600","18.0","21.3","0"
"38.650","18.0","21.3","0"
"38.700","18.0","21.2","0"
"38.750","18.0","21.1","0"
"38.800","18.0","21.1","0"
"38.850","18.0","21.1","0"
"38.900","18.0","21.3","0"
"38.950","18.0","21.2","0"
"39.000","18.0","21.2","0"
"39.050","18.0","21.2","0"
"39.100","18.0","21.2","0"
"39.150","18.0","21.1","0"
"39.200","18.0","21.2","0"
"39.250","18.0","21.3","0"
"39.300","18.0","21.1","0"
"39.350","18.0","21.2","0"
"39.400","18.0","21.2","0"
"39.450","18.0","21.2","0"
"39.500","18.0","21.3","0"
"39.550","18.0","21.2","0"
"39.600","18.0","21.4","0"
"39.650","18.0","21.1","0"
"39.700","18.0","21.3","0"
"39.750","18.0","21.3","0"
"39.800","18.0","21.2","0"
"39.850","18.0","21.3","0"
"39.900","18.0","21.3","0"
"39.950","18.0","21.2","0"
"40.000","18.0","21.1","0"
"40.050","18.0","21.2","0"
"40.100","18.0","21.3","0"
"40.150","18.0","21.3","0"
"40.200","18.0","21.2","0"
"40.250","18.0","21.1","0"
"40.300","18.0","21.3","0"
"40.350","18.0","21.3","0"
"40.400","18.0","21.3","0"
"40.450","18.0","21.1","0"
"40.500","18.0","21.2","0"
"40.550","18.0","21.2","0"
"40.600","18.0","21.1","0"
"40.650","18.0","21.3","0"
"40.700","18.0","21.3","0"
"40.750","18.0","21.3","0"
"40.800","18.0","21.3","0"
"40.850","18.0","21.2","0"
"40.900","18.0","20.9","0"
"40.950","18.0","21.2","0"
"41.000","18.0","21.2","0"
"41.050","18.0","21.3","0"
"41.100","18.0","21.2","0"
"41.150","18.0","21.3","0"
"41.200","18.0","21.0","0"
"41.250","18.0","21.2","0"
"41.300","18.0","21.2","0"
"41.350","18.0","21.1","0"
"41.400","18.0","21.1","0"
"41.450","18.0","21.3","0"
"41.500","18.0","21.2","0"
"41.550","18.0","21.4","0"
"41.600","18.0","21.0","0"
"41.650","18.0","21.3","0"
"41.700","18.0","21.2","0"
"41.750","18.0","21.2","0"
"41.800","18.0","21.8","0"
"41.850","18.0","21.4","0"
"41.900","18.0","21.3","0"
"41.950","18.0","21.3","0"
"42.000","18.0","21.5","0"
"42.050","18.0","21.2","0"
"42.100","18.0","21.0","0"
"42.150","18.0","21.3","0"
"42.200","18.0","21.3","0"
"42.250","18.0","21.1","0"
"42.300","18.0","20.6","0"
"42.350","18.0","21.2","0"
"42.400","18.0","21.3","0"
"42.450","18.0","21.3","0"
"42.500","18.0","21.3","0"
"42.550","18.0","21.2","0"
